track_name,artist_id,release_date,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,cover_url,track_id
Life Goes On,409,2020-07-17,80,Unknown,Major,70,57,49,19,0,12,8,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,561
Sad Girlz Luv Money Remix (feat. Kali Uchis),410,2021-09-16,110,C#,Minor,86,31,53,43,0,11,6,Not Found,562
Butter,85,2021-05-21,110,G#,Major,79,70,36,0,0,6,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,563
pushin P (feat. Young Thug),411,2022-01-07,78,C#,Minor,77,49,42,1,1,13,19,Not Found,564
You Right,412,2021-06-24,129,G#,Major,83,44,62,2,0,8,6,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,565
deja vu,3,2021-04-01,181,A,Major,44,22,60,61,0,42,9,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,566
Dynamite,85,2020-08-21,114,F#,Minor,75,74,77,1,0,9,10,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,567
TO THE MOON,413,2021-11-05,144,D,Major,74,39,65,5,1,11,35,https://i.scdn.co/image/ab67616d0000b2739af8418ffb638b3306a07714,568
Lost in the Fire,226,2019-01-11,101,D,Major,66,18,68,9,0,12,4,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794,569
Salimo de Noche,414,2021-10-21,84,D,Major,67,78,63,29,0,12,5,Not Found,570
Volando - Remix,415,2021-07-08,154,F#,Major,66,63,69,21,0,11,7,Not Found,571
Leave The Door Open,401,2021-03-05,148,F,Major,59,72,62,18,0,9,3,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,572
Knife Talk (with 21 Savage ft. Project Pat),416,2021-09-03,146,F,Minor,85,22,37,13,0,7,30,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,573
Don't Be Shy,417,2021-08-01,120,B,Minor,77,51,79,20,0,26,6,Not Found,574
Love Grows (Where My Rosemary Goes),418,1970-01-01,110,A,Major,53,75,69,7,0,17,3,https://i.scdn.co/image/ab67616d0000b2739a0011cc9d31cf969b656905,575
LA FAMA (with The Weeknd),419,2021-11-11,136,Unknown,Minor,77,82,30,95,0,13,5,Not Found,576
The Family Madrigal,420,2021-11-19,141,C#,Major,59,56,63,12,0,6,36,Not Found,577
Phantom Regret by Jim,42,2022-01-07,108,A,Minor,46,23,48,75,30,14,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,578
Dos Oruguitas,403,2021-11-19,94,Unknown,Major,42,47,36,76,0,9,5,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,579
Freaks,421,2015-05-10,180,A,Major,35,41,94,0,63,5,5,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,580
Acapulco,422,2021-09-01,122,A#,Major,77,51,79,5,0,16,5,https://i.scdn.co/image/ab67616d0000b2738544aa5ba43894b7103ec757,581
Daddy Issues,63,2015-10-30,85,A#,Major,59,33,52,7,15,12,3,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,582
thought i was playing,423,2022-01-07,148,C#,Major,68,29,73,0,0,7,7,Not Found,583
ELEVEN,207,2021-12-01,120,A,Major,83,59,73,6,0,5,11,https://i.scdn.co/image/ab67616d0000b273da343b21617aac0c57e332bb,584
Mood (feat. Iann Dior),424,2020-07-24,91,G,Minor,70,76,72,22,0,27,4,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,585
What Else Can I Do?,425,2021-11-19,120,E,Major,72,54,71,26,0,10,4,Not Found,586
DANCE CRIP,426,2021-11-17,106,Unknown,Major,86,86,79,11,0,8,9,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55,587
Miserable Man,14,2022-01-07,110,A#,Major,63,31,35,93,0,29,3,https://i.scdn.co/image/ab67616d0000b273e3884b7043aa68c264faff71,588
happier,3,2021-05-21,169,F#,Major,39,36,45,81,0,8,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,589
Praise God,427,2021-08-29,118,C#,Major,80,21,55,1,0,26,17,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,590
Get Into It (Yuh),327,2021-06-25,92,G#,Minor,91,79,66,32,0,9,16,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,591
Before You Go,75,2019-11-01,112,D#,Major,45,19,60,63,0,9,6,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,592
Sky,428,2020-12-25,140,D,Major,79,56,91,26,0,13,21,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,593
Rolling in the Deep,92,2010-11-29,105,G#,Major,73,52,76,13,0,5,3,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,594
Sobrio,429,2021-07-08,178,F,Major,76,63,77,14,0,15,22,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,595
Peru,430,2021-12-23,108,G,Minor,96,71,42,57,0,8,9,Not Found,596
favorite crime,3,2021-05-21,173,A,Major,40,19,29,86,0,34,4,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,597
Thunder,431,2021-05-07,101,C#,Major,67,40,90,3,0,34,6,Not Found,598
The Business,432,2020-01-01,120,G#,Minor,80,24,62,41,2,11,23,Not Found,599
positions,337,2020-10-23,144,Unknown,Major,73,66,80,44,0,9,12,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,600
I WANNA BE YOUR SLAVE,384,2021-03-19,133,C#,Major,75,96,61,0,0,18,4,Not Found,601
Vai Lï¿½ï¿½ Em Casa ,433,2021-10-22,158,G#,Minor,46,62,83,53,0,97,28,Not Found,602
The Feels,434,2021-10-01,120,A,Major,81,92,90,9,0,8,7,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,603
HEARTBREAK ANNIVERSARY,435,2020-02-21,129,Unknown,Major,61,59,46,56,0,13,5,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766,604
No Lie,436,2016-11-18,102,G,Major,74,45,89,5,0,26,13,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,605
OUT OUT (feat. Charli XCX & Saweetie),437,2021-08-13,124,G#,Minor,79,79,84,2,0,5,5,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,606
Pope Is a Rockstar,438,2016-04-20,90,E,Minor,73,31,45,85,24,11,3,https://i.scdn.co/image/ab67616d0000b2731138eea74b6d7e06289bedaa,607
2055,439,2021-04-14,161,F#,Minor,78,65,52,46,0,12,31,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,608
Bored,18,2017-03-30,120,G,Major,60,11,33,90,0,8,5,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,609
Happier Than Ever - Edit,18,2021-07-28,81,Unknown,Major,45,12,57,7,0,23,3,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9,610
Astronaut In The Ocean,440,2019-01-01,150,E,Minor,78,47,70,18,0,15,9,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,611
Ley Seca,441,2021-09-02,105,G#,Major,76,58,84,10,0,13,10,Not Found,612
Every Summertime,442,2021-08-10,79,F#,Major,63,76,67,38,0,6,4,https://i.scdn.co/image/ab67616d0000b273d00cc26852fcc281296977be,613
Talking To The Moon,125,2010-10-04,146,C#,Minor,52,7,61,51,0,11,3,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,614
you broke me first,443,2020-04-17,124,E,Major,64,8,37,79,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,615
The Nights,444,2014-01-01,126,F#,Major,53,66,85,2,0,24,4,https://i.scdn.co/image/ab67616d0000b2730ae4f4d42e4a09f3a29f64ad,616
Take My Breath,42,2021-08-06,121,G#,Major,75,53,74,2,0,11,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,617
Way 2 Sexy (with Future & Young Thug),445,2021-09-03,136,B,Minor,80,33,60,0,0,32,14,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,618
Cï¿½ï¿½,399,2021-06-25,102,A,Minor,77,26,63,58,0,11,5,Not Found,619
Enemy - from the series Arcane League of Legends,446,2021-10-27,77,G,Major,73,54,74,23,0,41,23,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,620
Dance Monkey,447,2019-05-10,98,F#,Minor,82,54,59,69,0,18,10,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169,621
Lucid Dreams,448,2017-06-15,84,B,Minor,44,22,48,38,0,33,24,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,622
Quï¿½ï¿½ Mï¿½ï¿,449,2021-01-28,102,G#,Major,89,77,82,3,0,17,11,Not Found,623
All of Me,450,2013-08-01,120,G#,Major,42,33,26,92,0,13,3,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,624
Smells Like Teen Spirit - Remastered 2021,451,1991-09-10,117,C#,Major,52,73,91,0,0,11,7,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,625
Arcade,452,2019-03-07,72,A,Minor,45,27,33,82,0,14,4,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b,626
Fair Trade (with Travis Scott),453,2021-09-03,168,C#,Major,67,29,47,5,0,22,26,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,627
Bar,454,2021-11-11,94,C#,Major,52,68,69,13,0,33,8,https://i.scdn.co/image/ab67616d0000b2737b1a8b1a92561bb5d16d6b4c,628
The Rumbling (TV Size),455,2022-01-10,145,G#,Major,41,65,88,0,0,26,5,https://i.scdn.co/image/ab67616d0000b2735d2f378be5d973ad504456d7,629
family ties (with Kendrick Lamar),456,2021-08-27,134,C#,Major,71,14,61,1,0,23,33,Not Found,630
Mr. Brightside,457,2003-09-23,148,C#,Major,35,24,93,0,0,10,8,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,631
Blessed-Cursed,177,2022-01-10,127,E,Minor,60,40,89,9,0,60,6,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,632
AM Remix,458,2021-06-24,172,F#,Minor,74,79,66,11,0,8,16,Not Found,633
Streets,327,2019-11-07,90,B,Major,75,19,46,21,4,34,8,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,634
Shallow,459,2018-09-27,96,G,Major,57,30,40,38,0,26,3,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,635
Polaroid Love,177,2022-01-10,138,G,Minor,74,65,67,46,0,36,4,https://i.scdn.co/image/ab67616d0000b2731c1ea5bfa5680ac877acdd55,636
Leave Before You Love Me (with Jonas Brothers),460,2021-04-28,120,G,Major,72,67,72,0,0,13,4,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,637
Permission to Dance,85,2021-07-09,125,A,Major,70,65,74,1,0,34,4,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,638
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,461,2021-01-15,123,D,Major,82,80,86,1,0,30,13,https://i.scdn.co/image/ab67616d0000b273815cb538fd7821595b2bc8c5,639
RAPSTAR,462,2021-04-09,81,F#,Major,79,44,54,41,0,13,24,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b,640
'Till I Collapse,463,2002-05-26,171,C#,Major,55,10,85,7,0,8,20,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,641
Memories,464,2019-09-20,91,B,Major,77,60,32,84,0,8,5,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,642
Se Le Ve,465,2021-08-12,84,G,Minor,56,61,76,10,0,14,11,Not Found,643
25k jacket (feat. Lil Baby),466,2022-01-07,115,F,Minor,90,74,54,16,0,13,28,https://i.scdn.co/image/ab67616d0000b27314d91ebdd6d7e2931322cc1a,644
When Iï¿½ï¿½ï¿½m Gone (with Katy ,467,2021-12-29,125,Unknown,Major,69,70,89,4,0,49,3,Not Found,645
Esqueï¿½ï¿½a-Me Se For C,468,2021-10-14,122,F#,Minor,80,62,69,28,0,13,7,Not Found,646
Miï¿½ï¿½n,469,2021-04-29,92,D,Major,85,92,54,16,0,29,7,Not Found,647
Sï¿½ï¿½,470,2021-11-18,90,F#,Minor,63,75,75,17,0,11,8,Not Found,648
MAMIII,471,2022-02-10,94,E,Minor,84,90,70,9,0,14,8,Not Found,649
Still D.R.E.,472,1999-01-01,93,B,Major,81,53,78,18,0,6,24,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,650
Stay Alive (Prod. SUGA of BTS),82,2022-02-11,130,D,Minor,51,50,76,30,0,10,7,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,651
Boyfriend,473,2022-02-11,180,G,Minor,35,23,61,23,0,19,6,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc,652
The Joker And The Queen (feat. Taylor Swift),474,2022-02-11,134,Unknown,Major,53,31,31,92,0,28,3,https://i.scdn.co/image/ab67616d0000b27389aff4625958eac8d16535c7,653
The Next Episode,472,1999-01-01,95,D#,Minor,92,31,89,3,0,8,25,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,654
Light Switch,475,2022-01-19,184,F#,Major,69,91,63,11,0,9,31,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49,655
City of Gods,476,2022-02-11,147,G#,Minor,47,50,80,10,0,32,38,Not Found,656
Brividi,477,2022-02-02,123,G,Major,52,44,60,40,0,26,3,https://i.scdn.co/image/ab67616d0000b273ac4a7d6e5e77c52ba430278b,657
Lost,147,2012-01-01,123,A#,Minor,91,49,61,3,0,17,22,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,658
In Da Club,478,2002-01-01,90,F#,Minor,90,79,71,26,0,7,37,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,659
she's all i wanna be,443,2022-02-04,160,D,Minor,61,65,64,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2,660
Ginseng Strip 2002,479,2013-08-16,115,C#,Major,60,37,71,8,0,48,4,https://i.scdn.co/image/ab67616d0000b273581915272a4ffd12551c0202,661
All For Us - from the HBO Original Series Euphoria,480,2019-08-04,141,D#,Major,37,17,67,2,0,34,9,https://i.scdn.co/image/ab67616d0000b27325c4bac75a46caa3e645896a,662
Notion,481,2016-08-05,160,A,Major,31,30,88,7,0,8,8,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08,663
Formula,204,2019-10-04,145,B,Major,57,23,66,4,6,15,4,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,664
Mount Everest,204,2019-06-21,89,Unknown,Minor,46,43,43,23,8,8,22,https://i.scdn.co/image/ab67616d0000b273e4c03429788f0aff263a5fc6,665
Excuses,482,2020-07-24,95,F,Minor,84,49,72,8,0,15,8,Not Found,666
Cigarettes,448,2021-12-10,160,D,Major,60,47,62,3,0,38,4,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7,667
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",483,2022-01-14,174,F,Minor,67,74,75,44,0,7,30,Not Found,668
California Love - Original Version (Explicit),484,1995-12-28,92,G,Major,77,76,84,3,0,38,4,Not Found,669
Forgot About Dre,485,1999-01-01,134,G#,Major,93,61,74,9,0,17,8,Not Found,670
Down Under (feat. Colin Hay),486,2021-11-19,172,B,Minor,31,4,86,1,0,28,17,https://i.scdn.co/image/ab67616d0000b273aad205f4a52b5c988d86c25f,671
Mujeriego,487,2021-12-17,80,A,Major,76,92,62,6,0,8,13,https://i.scdn.co/image/ab67616d0000b2730193b30d2ad5ecd9ac3f26aa,672
HUMBLE.,488,2017-03-30,150,C#,Minor,91,42,60,0,0,9,12,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,673
Stan,489,1999-11-21,80,F#,Minor,78,53,74,4,0,45,21,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,674
Contection,490,2020-01-16,166,A#,Minor,81,83,75,14,0,29,34,https://i.scdn.co/image/ab67616d0000b2735dabace2f8e176a8727e3f95,675
Swim,491,2017-10-04,120,G#,Major,67,8,54,27,0,8,4,https://i.scdn.co/image/ab67616d0000b2735a0c2870f4f309e382d1fad6,676
A Tu Merced,5,2020-02-29,92,Unknown,Major,86,89,79,17,0,11,6,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,677
Numb Little Bug,492,2022-01-28,85,G#,Minor,74,61,52,30,0,26,9,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d,678
212,493,2022-01-15,154,D,Minor,79,86,52,66,0,9,7,Not Found,679
Problemï¿½,494,2021-10-22,92,D,Minor,73,37,74,28,0,14,6,Not Found,680
Bussin,495,2022-02-11,140,B,Major,89,75,70,6,0,13,5,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88,681
Worst Day,496,2022-02-11,89,C#,Major,65,60,60,11,0,10,40,https://i.scdn.co/image/ab67616d0000b2737e83b7d94b668d9ea94fe7ec,682
Malvada,497,2022-01-28,135,F,Minor,89,89,86,16,0,8,5,Not Found,683
Hrs and Hrs,498,2021-11-19,140,G#,Minor,51,66,53,60,0,11,18,https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7,684
Alien Blues,499,2015-07-24,82,D#,Major,47,44,76,8,91,9,3,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71,685
Thinking Out Loud,113,2014-01-01,79,D,Major,78,58,45,47,0,18,3,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,686
Still Don't Know My Name,204,2019-10-04,88,F,Major,31,31,63,47,27,21,12,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,687
Christmas Tree,500,2021-12-24,139,F,Major,44,18,38,70,0,12,4,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2,688
Mal Feito - Ao Vivo,501,2022-01-14,124,Unknown,Minor,73,68,83,55,0,90,7,Not Found,689
When I R.I.P.,204,2019-10-04,80,G#,Minor,39,45,55,73,0,9,21,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,690
Do We Have A Problem?,495,2022-02-04,120,C#,Minor,84,54,51,47,0,12,40,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463,691
Forever,204,2019-10-04,80,E,Minor,56,19,46,92,72,11,3,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,692
Gospel (with Eminem),485,2022-02-04,117,C#,Major,92,62,86,11,0,24,24,Not Found,693
Seï¿½ï¿½o,502,2019-06-19,117,A,Minor,76,77,52,4,0,8,3,Not Found,694
NEW MAGIC WAND,234,2019-05-16,140,F,Minor,62,46,73,10,0,67,11,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57,695
Adore You,15,2019-12-06,99,G#,Major,68,57,77,2,0,10,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,696
La Santa,503,2020-02-29,93,C#,Major,74,59,87,3,0,8,5,Not Found,697
Something In The Way - Remastered 2021,451,1991-09-24,106,G#,Major,44,8,20,74,42,11,3,https://i.scdn.co/image/ab67616d0000b2739aa37e5baca62ca6cc98d056,698
Sweetest Pie,504,2022-03-11,124,G,Major,81,68,63,17,0,10,22,Not Found,699
Bam Bam (feat. Ed Sheeran),505,2022-03-04,95,G#,Major,76,96,70,18,0,33,4,https://i.scdn.co/image/ab67616d0000b273364ef5f9057092741f667fea,700
Una Noche en Medellï¿½,506,2022-01-21,96,A#,Minor,87,82,53,10,0,5,8,https://i.scdn.co/image/ab67616d0000b273be60f176970cdde893632dd8,701
Envolver,507,2021-11-11,92,E,Minor,81,40,73,15,0,9,8,https://i.scdn.co/image/ab67616d0000b27332f29a61d5e3c3bb3c7ae510,702
Starlight,508,2022-03-03,124,G,Major,95,36,37,35,0,10,28,https://i.scdn.co/image/ab67616d0000b27320ce6b27651688ee8969cb2e,703
Hati-Hati di Jalan,509,2022-03-03,72,F#,Major,64,76,44,70,9,12,4,https://i.scdn.co/image/ab67616d0000b273b55d26c578e30129b0a7e86e,704
"I'm Tired - From ""Euphoria"" An Original HBO Series",204,2022-02-04,71,Unknown,Minor,28,26,20,19,0,30,3,Not Found,705
DANï¿½ï¿½A,510,2022-02-01,135,A,Minor,78,55,57,4,0,10,8,Not Found,706
Yo Voy (feat. Daddy Yankee),511,2004-05-04,95,A#,Major,81,56,70,4,0,5,24,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,707
"Residente: Bzrp Music Sessions, Vol. 49",512,2022-03-03,71,C#,Minor,59,70,74,56,0,11,40,Not Found,708
Jordan,487,2021-04-30,180,A#,Minor,80,71,68,6,0,10,37,https://i.scdn.co/image/ab67616d0000b27382102cabb8e9ae044fc3db62,709
Nail Tech,513,2022-02-18,150,E,Minor,65,11,58,0,0,12,9,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a,710
Chale,514,2022-02-18,189,G#,Major,55,86,44,40,0,7,4,Not Found,711
DARARI,515,2022-02-15,85,Unknown,Major,72,55,64,49,0,7,4,https://i.scdn.co/image/ab67616d0000b27328be5dc3cc0bd6f2482c1d56,712
Ya No Somos Ni Seremos,516,2022-02-18,140,G,Major,59,73,45,44,0,34,3,https://i.scdn.co/image/ab67616d0000b27365006bd1837710248501315c,713
Thinking with My Dick,517,2013-07-16,81,Unknown,Major,77,68,70,6,0,17,20,https://i.scdn.co/image/ab67616d0000b273648c824765ffe493d9947b62,714
Freaky Deaky,518,2022-02-25,104,D,Minor,80,24,65,2,0,9,4,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,715
this is what falling in love feels like,62,2021-09-03,129,B,Major,42,33,44,62,0,8,6,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954,716
La Zona,5,2020-02-29,94,C#,Minor,76,81,80,20,0,25,4,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,717
Bohemian Rhapsody - Remastered 2011,519,1975-10-31,71,Unknown,Minor,41,23,40,27,0,30,5,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,718
Hope,276,2018-03-16,146,A,Minor,59,23,46,66,0,15,6,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,719
Levitating,29,2020-03-27,103,F#,Minor,69,90,88,5,0,29,8,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,720
Wake Me Up - Radio Edit,444,2013-01-01,124,D,Major,53,66,78,0,0,16,5,https://i.scdn.co/image/ab67616d0000b2731d7b056c2044321bac7e6b40,721
"jealousy, jealousy",3,2021-05-21,164,A#,Minor,70,71,58,24,0,7,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,722
Monï¿½ï¿½y so,520,2021-09-10,138,D,Major,69,35,57,12,0,10,9,Not Found,723
Demasiadas Mujeres,521,2020-10-08,126,A,Minor,67,37,46,13,0,10,39,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,724
Something Just Like This,522,2017-02-22,103,B,Minor,61,47,65,3,0,17,4,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,725
Closer,523,2016-05-31,95,G#,Major,75,64,52,41,0,11,3,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,726
O.O,524,2022-02-22,200,B,Minor,39,28,77,4,0,6,29,https://i.scdn.co/image/ab67616d0000b27386ca91e718866f411c01db5e,727
Somebody That I Used To Know,525,2011-01-01,129,Unknown,Major,86,75,52,54,0,10,4,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed,728
Tom's Diner,526,2019-06-28,98,F#,Minor,68,33,43,38,0,36,14,https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c,729
First Class,513,2022-04-08,107,G#,Major,91,32,56,3,0,11,10,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,730
Plan A,527,2022-03-23,174,Unknown,Major,58,56,83,5,0,7,4,https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5,731
Fuera del mercado,528,2022-02-17,92,G#,Major,45,27,67,32,0,13,14,https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48,732
X ï¿½ï¿½LTIMA,503,2022-03-25,90,G,Major,81,59,83,9,0,11,5,Not Found,733
When You're Gone,396,2022-03-31,147,F,Major,60,58,69,2,0,58,4,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117,734
In My Head,529,2022-04-01,143,C#,Major,68,41,55,16,0,10,12,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c,735
Wait a Minute!,530,2015-01-11,101,D#,Minor,76,63,71,3,0,10,3,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7,736
LOVE DIVE,207,2022-04-05,118,C#,Minor,70,54,71,0,0,33,4,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093,737
Pantysito,531,2022-03-18,98,G,Minor,83,63,74,14,0,16,6,Not Found,738
Chance,527,2022-04-06,138,C#,Minor,72,22,46,24,0,9,6,https://i.scdn.co/image/ab67616d0000b273cb74f60124f5268784563f0b,739
Cool for the Summer,532,2015-01-01,114,F,Minor,59,30,62,1,0,8,4,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784,740
psychofreak (feat. WILLOW),533,2022-04-07,180,G,Minor,63,45,64,34,0,9,8,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899,741
Angel Baby,30,2021-09-09,145,B,Major,56,41,57,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,742
Vampiro,534,2022-01-30,115,G#,Minor,78,63,64,1,0,7,4,Not Found,743
Si Quieren Frontear,535,2022-03-31,82,A#,Major,79,48,84,13,0,21,23,Not Found,744
Right On,536,2022-04-08,166,D,Major,70,22,61,2,0,10,34,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,745
Me Arrepentï¿,537,2022-03-30,92,Unknown,Major,86,91,79,29,0,60,16,https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d,746
That's Hilarious,475,2022-04-08,108,F#,Major,71,55,44,74,0,11,6,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,747
Soy El Unico,538,2022-03-25,84,E,Minor,71,63,45,45,0,11,3,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e,748
RUMBATï¿½,131,2022-03-25,95,D#,Minor,69,90,91,6,0,35,4,Not Found,749
sentaDONA (Remix) s2,539,2022-03-17,135,D#,Minor,93,77,45,25,0,13,27,Not Found,750
Falling,15,2019-12-13,110,E,Major,57,6,27,84,0,9,3,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,751
Sigue,540,1996-11-24,88,G,Major,89,59,64,5,0,19,7,Not Found,752
